epoch,neg_elbo,recon_loss,kl_div,elbo_decisiveness,elbo_accuracy,elbo_robustness,recon_decisiveness,recon_accuracy,recon_robustness,kl_decisiveness,kl_accuracy,kl_robustness,kldiv_accuracy,kldiv_decisiveness,kldiv_robustness
1.0,281.6368713378906,276.6747131347656,4.962144374847412,5.199536551174178e-53,4.860494600580868e-123,6.29730283320402e-279,3.1768153236018924e-51,6.945642354961028e-121,9.182114248818204e-275,,,,0.00699790509240538,0.010281999037016525,0.0037888127951586493
2.0,309.1661682128906,303.2979736328125,5.868199825286865,7.783613926272335e-50,0.0,0.0,7.883293424303679e-46,0.0,0.0,,,,0.002827958189530022,0.004865968758012206,0.0011455834495661262
3.0,320.4336242675781,313.927490234375,6.506126403808594,1.7819526838110515e-55,0.0,0.0,8.75537201931432e-52,0.0,0.0,,,,0.001494256713910753,0.002494909787288809,0.0006839457624459002
4.0,333.94903564453125,326.90179443359375,7.04725456237793,1.891133537068911e-53,0.0,0.0,1.2707455546341544e-49,0.0,0.0,,,,0.0008697937797196485,0.0015482271851613944,0.00039161425132953036
5.0,338.31036376953125,331.04998779296875,7.2603912353515625,3.7084464203429534e-56,0.0,0.0,4.5929357278390895e-52,0.0,0.0,,,,0.0007028326931928149,0.0013065545728812706,0.00032898459555416294
6.0,344.9629211425781,337.3218078613281,7.641120433807373,3.541100282465517e-55,0.0,0.0,7.513161901821696e-51,0.0,0.0,,,,0.0004802898662858802,0.0009705088249051219,0.00020806243942404637
7.0,355.4308166503906,347.96246337890625,7.468362331390381,2.9858088163138808e-50,0.0,0.0,2.0896715226110627e-46,0.0,0.0,,,,0.0005708627976370833,0.0011986968648757528,0.00022279699729954122
8.0,353.0318908691406,345.2525329589844,7.779356479644775,1.1355935543721465e-50,0.0,0.0,1.5849337827544402e-46,0.0,0.0,,,,0.0004182815345931013,0.0008794505664768778,0.00017939458695168003
9.0,353.6737976074219,345.9334411621094,7.740352153778076,9.788762593930986e-47,0.0,0.0,1.2462476013436037e-42,0.0,0.0,,,,0.00043491843479046704,0.0009372990219898455,0.00019737946163018627
10.0,355.7453918457031,347.74920654296875,7.996198654174805,4.6081377064735e-52,0.0,0.0,6.941243244351475e-48,0.0,0.0,,,,0.00033674069169533434,0.000688551256181369,0.00016622341388213309
